"날짜","종가","시가","고가","저가","거래량","변동 %"
"2010- 02- 25","1,587.51","1,620.25","1,621.84","1,582.22","403.21M","-1.57%"
"2010- 02- 24","1,612.83","1,616.55","1,618.46","1,606.24","390.68M","-0.99%"
"2010- 02- 23","1,628.90","1,626.75","1,630.45","1,616.04","352.02M","0.11%"
"2010- 02- 22","1,627.10","1,617.16","1,630.51","1,617.16","307.16M","2.08%"
"2010- 02- 19","1,593.90","1,611.09","1,623.25","1,592.92","345.77M","-1.68%"
"2010- 02- 18","1,621.19","1,630.89","1,631.71","1,618.81","313.98M","-0.38%"
"2010- 02- 17","1,627.43","1,619.04","1,628.31","1,618.27","383.62M","1.65%"
"2010- 02- 16","1,601.05","1,589.97","1,608.86","1,586.87","275.27M","0.46%"
"2010- 02- 12","1,593.66","1,595.95","1,598.41","1,577.89","292.26M","-0.26%"
"2010- 02- 11","1,597.81","1,574.95","1,600.41","1,574.77","393.76M","1.76%"
"2010- 02- 10","1,570.12","1,578.83","1,581.56","1,565.79","436.12M","-0.02%"
"2010- 02- 09","1,570.49","1,550.80","1,571.96","1,549.11","433.88M","1.14%"
"2010- 02- 08","1,552.79","1,565.24","1,566.30","1,548.78","445.72M","-0.91%"
"2010- 02- 05","1,567.12","1,567.59","1,575.16","1,560.99","460.77M","-3.05%"
"2010- 02- 04","1,616.42","1,615.48","1,619.37","1,607.87","396.78M","0.09%"
"2010- 02- 03","1,615.02","1,614.16","1,618.86","1,602.55","438.15M","1.20%"
"2010- 02- 02","1,595.81","1,618.60","1,618.60","1,591.24","434.96M","-0.66%"
"2010- 02- 01","1,606.44","1,603.87","1,611.99","1,590.80","382.24M","0.25%"
"2010- 01- 29","1,602.43","1,621.00","1,626.57","1,595.39","473.94M","-2.44%"
"2010- 01- 28","1,642.43","1,632.58","1,649.46","1,619.26","479.61M","1.04%"
"2010- 01- 27","1,625.48","1,641.88","1,643.64","1,620.55","446.54M","-0.72%"
"2010- 01- 26","1,637.34","1,670.47","1,671.66","1,626.98","576.95M","-1.97%"
"2010- 01- 25","1,670.20","1,662.77","1,681.83","1,660.58","585.00M","-0.84%"
"2010- 01- 22","1,684.35","1,696.21","1,706.09","1,665.60","615.07M","-2.19%"
"2010- 01- 21","1,722.01","1,700.53","1,722.01","1,695.18","543.45M","0.45%"
"2010- 01- 20","1,714.38","1,723.01","1,723.01","1,708.58","695.74M","0.24%"
"2010- 01- 19","1,710.22","1,719.41","1,723.22","1,706.73","384.38M","-0.09%"
"2010- 01- 18","1,711.78","1,696.14","1,716.62","1,688.89","420.75M","0.59%"
"2010- 01- 15","1,701.80","1,694.65","1,704.43","1,686.12","415.90M","0.95%"
"2010- 01- 14","1,685.77","1,680.68","1,692.78","1,677.46","433.75M","0.86%"
"2010- 01- 13","1,671.41","1,683.51","1,687.58","1,671.11","361.93M","-1.60%"
"2010- 01- 12","1,698.64","1,695.83","1,701.16","1,683.29","383.76M","0.27%"
"2010- 01- 11","1,694.12","1,700.79","1,705.73","1,694.12","407.68M","-0.07%"
"2010- 01- 08","1,695.26","1,694.06","1,695.26","1,668.84","379.95M","0.70%"
"2010- 01- 07","1,683.45","1,702.92","1,707.90","1,683.45","462.40M","-1.28%"
"2010- 01- 06","1,705.32","1,697.88","1,706.89","1,696.10","426.04M","0.87%"
"2010- 01- 05","1,690.62","1,701.62","1,702.39","1,686.45","408.85M","-0.33%"
"2010- 01- 04","1,696.14","1,681.71","1,696.14","1,681.71","296.55M","0.79%"
"2009- 12- 30","1,682.77","1,670.19","1,682.77","1,661.11","326.53M","0.62%"
"2009- 12- 29","1,672.48","1,674.96","1,683.05","1,662.07","318.04M","-0.78%"
"2009- 12- 28","1,685.59","1,695.19","1,695.33","1,679.56","389.50M","0.19%"
"2009- 12- 24","1,682.34","1,663.66","1,687.08","1,662.31","330.90M","1.26%"
"2009- 12- 23","1,661.35","1,661.44","1,661.68","1,654.87","371.78M","0.35%"
"2009- 12- 22","1,655.54","1,656.18","1,658.10","1,647.21","472.13M","0.69%"
"2009- 12- 21","1,644.23","1,646.32","1,650.89","1,637.23","288.56M","-0.17%"
"2009- 12- 18","1,647.04","1,639.25","1,651.02","1,632.09","264.01M","-0.05%"
"2009- 12- 17","1,647.84","1,663.65","1,664.65","1,647.66","376.80M","-0.99%"
"2009- 12- 16","1,664.24","1,666.16","1,670.10","1,652.10","370.48M","-0.10%"
"2009- 12- 15","1,665.85","1,659.77","1,667.73","1,657.85","366.14M","0.06%"
"2009- 12- 14","1,664.77","1,662.74","1,664.85","1,644.75","411.97M","0.47%"
"2009- 12- 11","1,656.90","1,650.57","1,664.05","1,641.54","438.80M","0.25%"
"2009- 12- 10","1,652.73","1,635.58","1,652.73","1,612.71","470.00M","1.14%"
"2009- 12- 09","1,634.17","1,615.65","1,634.17","1,609.81","354.63M","0.39%"
"2009- 12- 08","1,627.78","1,630.78","1,638.22","1,622.31","355.53M","-0.30%"
"2009- 12- 07","1,632.65","1,633.30","1,635.72","1,625.44","267.04M","0.49%"
"2009- 12- 04","1,624.76","1,609.07","1,629.80","1,608.39","281.88M","0.60%"
"2009- 12- 03","1,615.00","1,597.31","1,615.00","1,594.50","282.33M","1.47%"
"2009- 12- 02","1,591.63","1,582.62","1,597.12","1,579.99","329.37M","1.40%"
"2009- 12- 01","1,569.72","1,550.35","1,569.72","1,541.09","304.88M","0.91%"
"2009- 11- 30","1,555.60","1,547.65","1,566.51","1,547.65","311.49M","2.04%"
"2009- 11- 27","1,524.50","1,574.56","1,581.44","1,519.40","389.95M","-4.69%"
"2009- 11- 26","1,599.52","1,606.73","1,621.21","1,599.51","282.56M","-0.77%"
"2009- 11- 25","1,611.88","1,608.83","1,614.90","1,599.08","287.01M","0.34%"
"2009- 11- 24","1,606.42","1,626.93","1,627.11","1,601.14","397.85M","-0.78%"
"2009- 11- 23","1,619.05","1,623.80","1,630.41","1,611.73","256.97M","-0.10%"
"2009- 11- 20","1,620.60","1,613.28","1,624.90","1,612.32","262.29M","0.00%"
"2009- 11- 19","1,620.54","1,608.94","1,625.35","1,608.58","281.50M","1.03%"
"2009- 11- 18","1,603.97","1,595.88","1,612.63","1,594.86","279.96M","1.13%"
"2009- 11- 17","1,585.98","1,599.79","1,602.67","1,585.97","295.96M","-0.41%"
"2009- 11- 16","1,592.47","1,577.63","1,592.48","1,566.83","246.31M","1.30%"
"2009- 11- 13","1,571.99","1,581.60","1,587.07","1,561.93","260.03M","-0.05%"
"2009- 11- 12","1,572.73","1,598.55","1,603.01","1,572.72","282.77M","-1.39%"
"2009- 11- 11","1,594.82","1,590.44","1,594.82","1,574.78","263.27M","0.79%"
"2009- 11- 10","1,582.30","1,595.33","1,600.41","1,580.03","276.94M","0.35%"
"2009- 11- 09","1,576.79","1,577.92","1,592.10","1,573.36","246.23M","0.28%"
"2009- 11- 06","1,572.46","1,577.64","1,577.64","1,565.48","254.31M","1.30%"
"2009- 11- 05","1,552.24","1,568.67","1,571.80","1,551.94","204.38M","-1.75%"
"2009- 11- 04","1,579.93","1,556.02","1,579.93","1,550.73","267.40M","1.94%"
"2009- 11- 03","1,549.92","1,562.10","1,565.01","1,549.10","274.47M","-0.59%"
"2009- 11- 02","1,559.09","1,543.24","1,570.15","1,543.24","289.88M","-1.37%"
"2009- 10- 30","1,580.69","1,605.12","1,605.12","1,580.69","272.71M","-0.33%"
"2009- 10- 29","1,585.85","1,584.52","1,587.19","1,564.41","372.46M","-1.48%"
"2009- 10- 28","1,609.71","1,648.80","1,652.46","1,604.01","370.00M","-2.41%"
"2009- 10- 27","1,649.53","1,646.76","1,651.63","1,637.15","334.70M","-0.46%"
"2009- 10- 26","1,657.11","1,634.33","1,663.03","1,633.92","314.21M","1.03%"
"2009- 10- 23","1,640.17","1,643.62","1,647.27","1,633.11","331.33M","0.60%"
"2009- 10- 22","1,630.33","1,638.01","1,650.03","1,623.96","386.90M","-1.42%"
"2009- 10- 21","1,653.86","1,649.81","1,664.52","1,645.56","366.29M","-0.32%"
"2009- 10- 20","1,659.15","1,663.95","1,665.65","1,649.27","402.31M","0.61%"
"2009- 10- 19","1,649.07","1,633.34","1,649.69","1,614.85","279.88M","0.53%"
"2009- 10- 16","1,640.36","1,656.07","1,667.49","1,638.49","372.95M","-1.12%"
"2009- 10- 15","1,658.99","1,661.69","1,672.08","1,653.33","374.18M","0.60%"
"2009- 10- 14","1,649.09","1,642.10","1,653.22","1,637.78","412.06M","1.24%"
"2009- 10- 13","1,628.93","1,634.49","1,642.78","1,614.46","420.34M","-0.66%"
"2009- 10- 12","1,639.81","1,660.19","1,661.37","1,631.59","413.66M","-0.42%"
"2009- 10- 09","1,646.79","1,622.12","1,648.98","1,614.61","440.50M","1.94%"
"2009- 10- 08","1,615.46","1,607.86","1,615.46","1,591.15","377.01M","1.09%"
"2009- 10- 07","1,598.00","1,619.07","1,625.11","1,598.00","411.27M","-0.03%"
"2009- 10- 06","1,598.44","1,620.31","1,626.02","1,590.47","390.39M","-0.53%"
"2009- 10- 05","1,606.90","1,622.10","1,629.01","1,603.71","319.00M","-2.29%"
"2009- 10- 01","1,644.63","1,680.46","1,685.01","1,629.55","337.36M","-1.70%"
"2009- 09- 30","1,673.14","1,688.60","1,704.24","1,665.90","369.85M","-1.00%"
"2009- 09- 29","1,690.05","1,695.94","1,696.71","1,680.69","343.69M","0.87%"
"2009- 09- 28","1,675.55","1,678.57","1,685.34","1,668.97","351.38M","-0.94%"
"2009- 09- 25","1,691.48","1,686.41","1,691.71","1,662.52","391.94M","-0.14%"
"2009- 09- 24","1,693.88","1,706.19","1,715.55","1,680.96","421.17M","-1.03%"
"2009- 09- 23","1,711.47","1,723.03","1,723.17","1,705.98","503.23M","-0.43%"
"2009- 09- 22","1,718.88","1,701.96","1,720.73","1,701.57","448.39M","1.38%"
"2009- 09- 21","1,695.50","1,700.56","1,709.34","1,691.92","517.26M","-0.25%"
"2009- 09- 18","1,699.71","1,695.17","1,713.22","1,691.64","500.10M","0.25%"
"2009- 09- 17","1,695.47","1,700.19","1,704.88","1,682.04","527.87M","0.72%"
"2009- 09- 16","1,683.33","1,660.43","1,693.84","1,660.43","568.41M","1.81%"
"2009- 09- 15","1,653.40","1,646.29","1,654.92","1,640.87","550.45M","1.13%"
"2009- 09- 14","1,634.91","1,653.17","1,653.59","1,628.96","432.40M","-1.02%"
"2009- 09- 11","1,651.70","1,644.31","1,653.77","1,639.83","514.66M","0.43%"
"2009- 09- 10","1,644.68","1,615.71","1,644.68","1,613.76","581.05M","2.30%"
"2009- 09- 09","1,607.77","1,622.25","1,622.81","1,602.69","518.37M","-0.74%"
"2009- 09- 08","1,619.69","1,616.48","1,622.73","1,610.91","523.93M","0.69%"
"2009- 09- 07","1,608.57","1,618.79","1,619.98","1,601.04","411.22M","-0.02%"
"2009- 09- 04","1,608.90","1,623.07","1,623.07","1,597.20","594.78M","-0.29%"
"2009- 09- 03","1,613.53","1,614.53","1,620.06","1,605.96","493.29M","0.02%"
"2009- 09- 02","1,613.16","1,598.66","1,622.82","1,592.48","561.69M","-0.61%"
"2009- 09- 01","1,623.06","1,592.29","1,624.34","1,583.11","444.45M","1.96%"
"2009- 08- 31","1,591.85","1,607.61","1,611.65","1,580.28","443.61M","-1.00%"
"2009- 08- 28","1,607.94","1,612.93","1,616.29","1,599.68","455.46M","0.54%"
"2009- 08- 27","1,599.33","1,608.83","1,614.07","1,590.98","426.33M","-0.92%"
"2009- 08- 26","1,614.12","1,607.70","1,615.05","1,602.40","451.62M","0.80%"
"2009- 08- 25","1,601.38","1,603.03","1,610.33","1,596.00","461.07M","-0.67%"
"2009- 08- 24","1,612.22","1,604.31","1,614.05","1,602.34","541.26M","1.98%"
"2009- 08- 21","1,580.98","1,582.61","1,590.15","1,564.45","514.68M","0.29%"
"2009- 08- 20","1,576.39","1,559.99","1,577.08","1,544.50","454.92M","1.97%"
"2009- 08- 19","1,545.96","1,555.03","1,564.90","1,545.93","521.62M","-0.28%"
"2009- 08- 18","1,550.24","1,534.22","1,560.73","1,530.65","598.31M","0.21%"
"2009- 08- 17","1,547.06","1,588.73","1,588.73","1,541.74","594.93M","-2.79%"
"2009- 08- 14","1,591.41","1,582.21","1,594.46","1,579.17","606.50M","1.71%"
"2009- 08- 13","1,564.64","1,578.95","1,581.34","1,564.64","562.76M","-0.05%"
"2009- 08- 12","1,565.35","1,571.74","1,571.74","1,552.51","510.51M","-0.88%"
"2009- 08- 11","1,579.21","1,572.33","1,580.44","1,570.51","573.99M","0.20%"
"2009- 08- 10","1,576.11","1,585.35","1,588.15","1,573.22","490.58M","0.01%"
"2009- 08- 07","1,576.00","1,563.13","1,576.80","1,559.18","477.56M","0.70%"
"2009- 08- 06","1,565.04","1,555.64","1,572.17","1,546.50","492.25M","0.36%"
"2009- 08- 05","1,559.47","1,571.71","1,575.03","1,557.79","494.91M","-0.44%"
"2009- 08- 04","1,566.37","1,576.95","1,586.12","1,558.47","589.85M","0.09%"
"2009- 08- 03","1,564.98","1,561.94","1,570.01","1,554.77","490.19M","0.49%"
"2009- 07- 31","1,557.29","1,543.05","1,559.07","1,536.86","466.53M","1.47%"
"2009- 07- 30","1,534.74","1,524.56","1,535.36","1,511.13","431.27M","0.68%"
"2009- 07- 29","1,524.32","1,524.08","1,529.80","1,516.03","486.41M","-0.11%"
"2009- 07- 28","1,526.03","1,521.49","1,528.55","1,518.50","431.43M","0.13%"
"2009- 07- 27","1,524.05","1,510.75","1,529.26","1,505.85","504.08M","1.43%"
"2009- 07- 24","1,502.59","1,508.32","1,510.82","1,496.89","533.01M","0.41%"
"2009- 07- 23","1,496.49","1,495.39","1,504.70","1,484.83","642.85M","0.16%"
"2009- 07- 22","1,494.04","1,492.37","1,496.49","1,485.04","506.89M","0.34%"
"2009- 07- 21","1,488.99","1,489.45","1,496.87","1,480.64","514.66M","0.71%"
"2009- 07- 20","1,478.51","1,447.85","1,480.49","1,447.11","505.04M","2.67%"
"2009- 07- 17","1,440.10","1,443.49","1,445.60","1,432.80","403.68M","0.55%"
"2009- 07- 16","1,432.22","1,438.02","1,442.10","1,426.51","423.96M","0.80%"
"2009- 07- 15","1,420.86","1,402.76","1,422.41","1,402.28","398.40M","2.55%"
"2009- 07- 14","1,385.56","1,400.53","1,402.00","1,377.60","426.81M","0.54%"
"2009- 07- 13","1,378.12","1,426.31","1,426.31","1,378.12","446.68M","-3.53%"
"2009- 07- 10","1,428.62","1,435.52","1,436.50","1,415.99","456.47M","-0.16%"
"2009- 07- 09","1,430.89","1,428.74","1,443.81","1,426.41","437.28M","-0.01%"
"2009- 07- 08","1,431.02","1,424.92","1,431.02","1,412.68","435.42M","-0.22%"
"2009- 07- 07","1,434.20","1,434.47","1,439.57","1,426.95","456.76M","0.37%"
"2009- 07- 06","1,428.94","1,419.17","1,434.31","1,416.20","384.60M","0.63%"
"2009- 07- 03","1,420.04","1,389.93","1,420.04","1,389.39","398.64M","0.61%"
"2009- 07- 02","1,411.48","1,419.15","1,419.15","1,403.18","464.12M","-0.01%"
"2009- 07- 01","1,411.66","1,386.33","1,414.79","1,381.09","505.53M","1.55%"
"2009- 06- 30","1,390.07","1,402.30","1,409.10","1,385.76","473.13M","0.12%"
"2009- 06- 29","1,388.45","1,399.64","1,408.94","1,386.03","426.32M","-0.44%"
"2009- 06- 26","1,394.53","1,401.57","1,404.01","1,388.38","425.87M","0.13%"
"2009- 06- 25","1,392.73","1,366.78","1,402.35","1,366.78","449.17M","2.12%"
"2009- 06- 24","1,363.79","1,366.01","1,370.00","1,350.31","436.48M","0.24%"
"2009- 06- 23","1,360.54","1,369.87","1,374.44","1,354.98","509.17M","-2.80%"
"2009- 06- 22","1,399.71","1,381.85","1,399.92","1,379.75","410.18M","1.18%"
"2009- 06- 19","1,383.34","1,386.52","1,388.75","1,369.76","471.01M","0.55%"
"2009- 06- 18","1,375.76","1,390.22","1,396.75","1,371.38","502.15M","-1.11%"
"2009- 06- 17","1,391.17","1,391.97","1,397.21","1,384.13","456.09M","-0.57%"
"2009- 06- 16","1,399.15","1,394.70","1,410.01","1,389.33","473.88M","-0.94%"
"2009- 06- 15","1,412.42","1,427.75","1,427.75","1,401.19","434.55M","-1.13%"
"2009- 06- 12","1,428.59","1,428.87","1,436.23","1,416.50","508.57M","0.65%"
"2009- 06- 11","1,419.39","1,411.92","1,435.28","1,407.50","490.78M","0.32%"
"2009- 06- 10","1,414.88","1,379.61","1,414.88","1,376.46","501.87M","3.14%"
"2009- 06- 09","1,371.84","1,406.66","1,410.00","1,371.52","485.67M","-1.54%"
"2009- 06- 08","1,393.30","1,394.23","1,411.27","1,387.41","516.71M","-0.10%"
"2009- 06- 05","1,394.71","1,392.63","1,394.71","1,373.24","511.50M","1.20%"
"2009- 06- 04","1,378.14","1,410.24","1,411.11","1,375.94","583.31M","-2.60%"
"2009- 06- 03","1,414.89","1,423.80","1,427.05","1,402.76","731.51M","0.14%"
"2009- 06- 02","1,412.85","1,437.15","1,437.76","1,411.62","705.29M","-0.16%"
"2009- 06- 01","1,415.10","1,394.92","1,415.10","1,384.45","558.96M","1.38%"
"2009- 05- 29","1,395.89","1,393.25","1,398.44","1,380.68","549.75M","0.27%"
"2009- 05- 28","1,392.17","1,355.89","1,392.17","1,345.10","657.88M","2.21%"
"2009- 05- 27","1,362.02","1,394.74","1,396.77","1,360.30","786.69M","-0.73%"
"2009- 05- 26","1,372.04","1,407.58","1,409.29","1,361.58","684.65M","-2.06%"
"2009- 05- 25","1,400.90","1,393.99","1,414.14","1,315.21","825.37M","-0.20%"
"2009- 05- 22","1,403.75","1,406.27","1,431.32","1,402.80","676.84M","-1.26%"
"2009- 05- 21","1,421.65","1,431.03","1,433.07","1,412.73","867.64M","-0.98%"
"2009- 05- 20","1,435.70","1,427.98","1,436.92","1,424.60","698.91M","0.52%"
"2009- 05- 19","1,428.21","1,416.95","1,428.21","1,411.89","767.84M","2.99%"
"2009- 05- 18","1,386.68","1,385.71","1,387.20","1,366.58","552.50M","-0.36%"
"2009- 05- 15","1,391.73","1,395.15","1,399.84","1,385.83","702.85M","0.78%"
"2009- 05- 14","1,380.95","1,395.60","1,400.38","1,380.91","700.94M","-2.37%"
"2009- 05- 13","1,414.52","1,409.59","1,414.63","1,400.35","713.99M","0.78%"
"2009- 05- 12","1,403.51","1,406.44","1,411.21","1,395.91","770.68M","-0.82%"
"2009- 05- 11","1,415.16","1,416.42","1,420.31","1,405.42","681.60M","0.21%"
"2009- 05- 08","1,412.13","1,400.47","1,412.14","1,390.83","732.21M","0.79%"
"2009- 05- 07","1,401.08","1,414.55","1,415.48","1,389.82","770.55M","0.55%"
"2009- 05- 06","1,393.45","1,399.82","1,408.57","1,385.35","738.95M","-0.32%"
"2009- 05- 04","1,397.92","1,386.02","1,397.92","1,381.12","749.11M","2.09%"
"2009- 04- 30","1,369.36","1,353.67","1,377.82","1,350.46","811.76M","2.31%"
"2009- 04- 29","1,338.42","1,310.62","1,338.43","1,299.98","599.34M","2.94%"
"2009- 04- 28","1,300.24","1,344.77","1,353.80","1,298.86","759.04M","-2.95%"
"2009- 04- 27","1,339.83","1,358.20","1,366.66","1,334.02","547.30M","-1.05%"
"2009- 04- 24","1,354.10","1,371.81","1,375.80","1,343.55","683.43M","-1.07%"
"2009- 04- 23","1,368.80","1,367.30","1,371.95","1,353.16","747.02M","0.94%"
"2009- 04- 22","1,356.02","1,347.79","1,360.41","1,336.41","730.16M","1.44%"
"2009- 04- 21","1,336.81","1,307.95","1,338.48","1,303.22","639.59M","0.03%"
"2009- 04- 20","1,336.39","1,331.76","1,338.90","1,311.73","566.86M","0.56%"
"2009- 04- 17","1,329.00","1,354.93","1,360.90","1,316.11","794.02M","-0.58%"
"2009- 04- 16","1,336.72","1,356.88","1,371.28","1,334.65","746.71M","0.27%"
"2009- 04- 15","1,333.09","1,321.60","1,341.32","1,305.16","815.70M","-0.71%"
"2009- 04- 14","1,342.63","1,353.25","1,356.31","1,323.64","933.38M","0.33%"
"2009- 04- 13","1,338.26","1,341.74","1,353.27","1,328.99","815.42M","0.17%"
"2009- 04- 10","1,336.04","1,340.87","1,355.69","1,319.52","920.40M","1.50%"
"2009- 04- 09","1,316.35","1,274.03","1,317.29","1,272.02","933.68M","4.30%"
"2009- 04- 08","1,262.07","1,284.98","1,287.59","1,260.73","751.44M","-2.93%"
"2009- 04- 07","1,300.10","1,296.32","1,304.28","1,282.41","686.78M","0.17%"
"2009- 04- 06","1,297.85","1,292.42","1,315.30","1,292.42","726.43M","1.10%"
"2009- 04- 03","1,283.75","1,288.56","1,292.60","1,274.45","618.67M","0.53%"
"2009- 04- 02","1,276.97","1,254.38","1,278.56","1,249.94","732.21M","3.54%"
"2009- 04- 01","1,233.36","1,214.06","1,238.04","1,201.71","586.12M","2.25%"
"2009- 03- 31","1,206.26","1,205.98","1,228.21","1,203.16","503.56M","0.73%"
"2009- 03- 30","1,197.46","1,239.80","1,244.78","1,196.32","527.83M","-3.24%"
"2009- 03- 27","1,237.51","1,248.70","1,256.70","1,233.95","702.35M","-0.51%"
